filepath,filetype,sample_rate,duration_sec,instrument_label
input\full\Kulibao_audios\Kulibao_audios\Ibn_Kulibao_869_P2_N3-I_S1.mp3,.mp3,44100,1.3583673469387756,Kulibao
input\full\Kulibao_audios\Kulibao_audios\Ibn_Kulibao_869_P2_N4-O_S1.mp3,.mp3,44100,1.1493877551020408,Kulibao
input\full\Kulibao_audios\Kulibao_audios\Ibn_Kulibao_869_P2_N5-U_S1.mp3,.mp3,44100,1.2016326530612245,Kulibao
input\full\Kulibao_audios\Kulibao_audios\Ng_Kulibao_467_P1_N1-A_S1.mp3,.mp3,44100,0.9926530612244898,Kulibao
input\full\Kulibao_audios\Kulibao_audios\Ng_Kulibao_467_P1_N1-A_S2.mp3,.mp3,44100,1.123265306122449,Kulibao
input\full\Kulibao_audios\Kulibao_audios\Ng_Kulibao_467_P1_N2-E_S1.mp3,.mp3,44100,0.966530612244898,Kulibao
input\full\Kulibao_audios\Kulibao_audios\Ng_Kulibao_467_P1_N2-E_S2.mp3,.mp3,44100,1.0710204081632653,Kulibao
input\full\Kulibao_audios\Kulibao_audios\Ng_Kulibao_467_P1_N3-I_S1.mp3,.mp3,44100,0.966530612244898,Kulibao
input\full\Kulibao_audios\Kulibao_audios\Ng_Kulibao_467_P1_N3-I_S2.mp3,.mp3,44100,1.0710204081632653,Kulibao
input\full\Kulibao_audios\Kulibao_audios\Ng_Kulibao_467_P1_N4-O_S1.mp3,.mp3,44100,1.123265306122449,Kulibao
input\full\Kulibao_audios\Kulibao_audios\Ng_Kulibao_467_P1_N4-O_S2.mp3,.mp3,44100,1.253877551020408,Kulibao
input\full\Kulibao_audios\Kulibao_audios\Ng_Kulibao_467_P1_N5-U_S1.mp3,.mp3,44100,1.0971428571428572,Kulibao
input\full\Kulibao_audios\Kulibao_audios\Ng_Kulibao_467_P1_N5-U_S2.mp3,.mp3,44100,1.0971428571428572,Kulibao
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N1_P1_S1.mp3,.mp3,44100,4.519183673469388,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N1_P1_S2.mp3,.mp3,44100,4.388571428571429,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N1_P1_S3.mp3,.mp3,44100,4.2057142857142855,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N1_P1_S4.mp3,.mp3,44100,4.440816326530612,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N1_P1_S5.mp3,.mp3,44100,4.25795918367347,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N1_P1_S6.mp3,.mp3,44100,4.728163265306122,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N2_P1_S1.mp3,.mp3,44100,3.7355102040816326,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N2_P1_S2.mp3,.mp3,44100,3.2653061224489797,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N2_P1_S3.mp3,.mp3,44100,2.9518367346938774,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N2_P1_S4.mp3,.mp3,44100,3.3436734693877552,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N2_P1_S5.mp3,.mp3,44100,3.0040816326530613,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N2_P1_S6.mp3,.mp3,44100,3.3436734693877552,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N2_P1_S7.mp3,.mp3,44100,3.239183673469388,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N3_P1_S1.mp3,.mp3,44100,3.213061224489796,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N3_P1_S2.mp3,.mp3,44100,3.186938775510204,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N3_P1_S3.mp3,.mp3,44100,3.213061224489796,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N3_P1_S4.mp3,.mp3,44100,3.186938775510204,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N3_P1_S5.mp3,.mp3,44100,3.2653061224489797,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N3_P1_S6.mp3,.mp3,44100,3.1608163265306124,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N3_P1_S7.mp3,.mp3,44100,2.716734693877551,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N4_P1_S1.mp3,.mp3,44100,4.022857142857143,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N4_P1_S2.mp3,.mp3,44100,3.6310204081632653,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N4_P1_S3.mp3,.mp3,44100,3.6310204081632653,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N4_P1_S4.mp3,.mp3,44100,3.7355102040816326,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N4_P1_S5.mp3,.mp3,44100,2.5861224489795918,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N4_P1_S6.mp3,.mp3,44100,4.388571428571429,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N4_P1_S7.mp3,.mp3,44100,3.657142857142857,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N5_P1_S1.mp3,.mp3,44100,2.742857142857143,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N5_P1_S10.mp3,.mp3,44100,2.1420408163265305,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N5_P1_S2.mp3,.mp3,44100,2.873469387755102,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N5_P1_S3.mp3,.mp3,44100,2.7951020408163267,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N5_P1_S4.mp3,.mp3,44100,2.690612244897959,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N5_P1_S5.mp3,.mp3,44100,2.6383673469387756,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N5_P1_S6.mp3,.mp3,44100,2.6644897959183673,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N5_P1_S7.mp3,.mp3,44100,2.742857142857143,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N5_P1_S8.mp3,.mp3,44100,2.455510204081633,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N5_P1_S9.mp3,.mp3,44100,2.3248979591836734,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N6_P1_S1.mp3,.mp3,44100,3.239183673469388,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N6_P1_S2.mp3,.mp3,44100,3.030204081632653,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N6_P1_S3.mp3,.mp3,44100,2.7689795918367346,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N6_P1_S4.mp3,.mp3,44100,2.7689795918367346,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N6_P1_S5.mp3,.mp3,44100,2.6644897959183673,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N6_P1_S6.mp3,.mp3,44100,2.742857142857143,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N6_P1_S7.mp3,.mp3,44100,2.6644897959183673,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N6_P1_S8.mp3,.mp3,44100,2.742857142857143,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N7_P1_S1.mp3,.mp3,44100,2.5338775510204083,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N7_P1_S10.mp3,.mp3,44100,2.0114285714285716,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N7_P1_S2.mp3,.mp3,44100,2.455510204081633,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N7_P1_S3.mp3,.mp3,44100,2.455510204081633,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N7_P1_S4.mp3,.mp3,44100,2.3771428571428572,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N7_P1_S5.mp3,.mp3,44100,2.3510204081632655,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N7_P1_S6.mp3,.mp3,44100,2.3248979591836734,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N7_P1_S7.mp3,.mp3,44100,2.3248979591836734,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N7_P1_S8.mp3,.mp3,44100,2.246530612244898,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N7_P1_S9.mp3,.mp3,44100,2.089795918367347,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N8_P1_S1.mp3,.mp3,44100,2.403265306122449,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N8_P1_S10.mp3,.mp3,44100,2.6383673469387756,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N8_P1_S11.mp3,.mp3,44100,2.9779591836734696,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N8_P1_S2.mp3,.mp3,44100,2.507755102040816,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N8_P1_S3.mp3,.mp3,44100,2.3248979591836734,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N8_P1_S4.mp3,.mp3,44100,2.3771428571428572,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N8_P1_S5.mp3,.mp3,44100,2.246530612244898,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N8_P1_S6.mp3,.mp3,44100,2.1681632653061222,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N8_P1_S7.mp3,.mp3,44100,2.3510204081632655,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N8_P1_S8.mp3,.mp3,44100,2.1681632653061222,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_N8_P1_S9.mp3,.mp3,44100,2.220408163265306,Kuglung
input\full\Kuglung_audios\Kuglung_audios\ILGN_MTSG_Kuglung_PIECE1_BatonBatonDiwat.mp3,.mp3,44100,118.43918367346939,Kuglung
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P1_S1.mp3,.mp3,44100,0.7053061224489796,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P1_S2.mp3,.mp3,44100,0.7053061224489796,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P1_S3.mp3,.mp3,44100,0.7575510204081632,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P1_S4.mp3,.mp3,44100,0.6791836734693878,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P1_S5.mp3,.mp3,44100,0.7314285714285714,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P2_S1.mp3,.mp3,44100,0.9404081632653061,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P2_S2.mp3,.mp3,44100,0.8359183673469388,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P2_S3.mp3,.mp3,44100,0.9142857142857143,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P2_S4.mp3,.mp3,44100,0.7575510204081632,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P2_S5.mp3,.mp3,44100,0.7053061224489796,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P3_S1.mp3,.mp3,44100,22.386938775510203,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P3_S2.mp3,.mp3,44100,4.284081632653061,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P3_S3.mp3,.mp3,44100,3.84,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P3_S4.mp3,.mp3,44100,3.5526530612244898,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P3_S5.mp3,.mp3,44100,3.683265306122449,Kuging
input\full\Kuging_audios\Kuging_audios\ILGN_MNSK_Kuging_N0_P3_S6.mp3,.mp3,44100,3.7355102040816326,Kuging
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N1_P1_S1.mp3,.mp3,44100,1.2277551020408164,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N1_P1_S2.mp3,.mp3,44100,1.4106122448979592,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N1_P1_S3.mp3,.mp3,44100,1.253877551020408,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N1_P1_S4.mp3,.mp3,44100,1.4106122448979592,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N1_P1_S5.mp3,.mp3,44100,1.1755102040816328,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N1_P2_S1.mp3,.mp3,44100,1.253877551020408,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N1_P2_S2.mp3,.mp3,44100,1.3061224489795917,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N1_P2_S3.mp3,.mp3,44100,1.4889795918367348,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N1_P2_S4.mp3,.mp3,44100,1.4628571428571429,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N2_P1_S1.mp3,.mp3,44100,1.4106122448979592,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N2_P1_S2.mp3,.mp3,44100,1.3061224489795917,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N2_P2_S1.mp3,.mp3,44100,1.6718367346938776,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N2_P2_S2.mp3,.mp3,44100,1.4889795918367348,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N2_P2_S3.mp3,.mp3,44100,1.5673469387755101,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N2_P2_S4.mp3,.mp3,44100,1.0971428571428572,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N3_P1_S1.mp3,.mp3,44100,1.4889795918367348,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N3_P1_S2.mp3,.mp3,44100,1.1755102040816328,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N3_P1_S3.mp3,.mp3,44100,1.0710204081632653,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N3_P2_S1.mp3,.mp3,44100,1.3322448979591837,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N3_P2_S2.mp3,.mp3,44100,1.3583673469387756,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N3_P2_S3.mp3,.mp3,44100,1.619591836734694,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N3_P2_S4.mp3,.mp3,44100,1.7240816326530612,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_N3_P2_S5.mp3,.mp3,44100,1.619591836734694,Kubing
input\full\Kubing_audios\Kubing_audios\ILGN_BLN_Kubing_PIECE1_Gamlegal.mp3,.mp3,44100,111.96081632653062,Kubing
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N1_P1_S1.mp3,.mp3,44100,2.56,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N1_P1_S2.mp3,.mp3,44100,2.9518367346938774,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N1_P1_S3.mp3,.mp3,44100,3.3436734693877552,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N2_P1_S1.mp3,.mp3,44100,1.4889795918367348,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N2_P1_S2.mp3,.mp3,44100,1.8808163265306121,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N2_P1_S3.mp3,.mp3,44100,1.6457142857142857,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N3_P1_S1.mp3,.mp3,44100,2.2987755102040817,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N3_P1_S2.mp3,.mp3,44100,2.7689795918367346,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N3_P1_S3.mp3,.mp3,44100,2.899591836734694,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N4_P1_S1.mp3,.mp3,44100,2.4816326530612245,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N4_P1_S2.mp3,.mp3,44100,3.3436734693877552,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N4_P1_S3.mp3,.mp3,44100,3.213061224489796,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N5_P1_S1.mp3,.mp3,44100,3.709387755102041,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N5_P1_S2.mp3,.mp3,44100,3.030204081632653,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_N5_P1_S3.mp3,.mp3,44100,2.84734693877551,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_SAMPLEPIECE01.mp3,.mp3,44100,82.72979591836734,Kolitong
input\full\Kolitong_audios\Kolitong_audios\SDNG_SNDG_Kulitong_SAMPLEPIECE02.mp3,.mp3,44100,63.08571428571429,Kolitong
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N1-C5_S1.mp3,.mp3,44100,2.1681632653061222,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N1-C5_S2.mp3,.mp3,44100,2.115918367346939,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N10-A#6C6_S1.mp3,.mp3,44100,2.089795918367347,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N10-A#6C6_S2.mp3,.mp3,44100,2.27265306122449,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N2-D5_S1.mp3,.mp3,44100,2.1681632653061222,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N2-D5_S2.mp3,.mp3,44100,2.063673469387755,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N3-F5_S1.mp3,.mp3,44100,2.27265306122449,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N3-F5_S2.mp3,.mp3,44100,1.5673469387755101,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N4-G#5_S1.mp3,.mp3,44100,2.0114285714285716,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N4-G#5_S2.mp3,.mp3,44100,2.0375510204081633,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N5-A#5_S1.mp3,.mp3,44100,1.9853061224489796,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N5-A#5_S2.mp3,.mp3,44100,2.063673469387755,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N6-C6_S1.mp3,.mp3,44100,1.933061224489796,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N6-C6_S2.mp3,.mp3,44100,2.115918367346939,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N7-D6_S1.mp3,.mp3,44100,2.1420408163265305,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N7-D6_S2.mp3,.mp3,44100,2.063673469387755,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N8-E6_S1.mp3,.mp3,44100,2.1420408163265305,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N8-E6_S2.mp3,.mp3,44100,2.063673469387755,Kinsi
input\full\Kinsi_audios\Kinsi_audios\Bkd_Kinsi_111_P1_N9-A5_S1.mp3,.mp3,44100,2.403265306122449,Kinsi
input\full\Kandat_audios\Kandat_audios\ILGN_MR_Kandat_N0_P1_S1.mp3,.mp3,44100,1.6979591836734693,Kandat
input\full\Kandat_audios\Kandat_audios\ILGN_MR_Kandat_N0_P1_S2.mp3,.mp3,44100,0.5224489795918368,Kandat
input\full\Kandat_audios\Kandat_audios\ILGN_MR_Kandat_N0_P1_S3.mp3,.mp3,44100,1.5673469387755101,Kandat
input\full\Kandat_audios\Kandat_audios\ILGN_MR_Kandat_N0_P1_S4.mp3,.mp3,44100,1.1755102040816328,Kandat
input\full\Kandat_audios\Kandat_audios\ILGN_MR_Kandat_PIECE1_KaSipaSaManggis.mp3,.mp3,44100,111.07265306122449,Kandat
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_114_P1_N1-A#3_S1.mp3,.mp3,44100,2.9257142857142857,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_114_P1_N1-A#3_S2.mp3,.mp3,44100,1.593469387755102,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_114_P1_N10-A5_S1.mp3,.mp3,44100,1.750204081632653,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_114_P1_N2-D#4_S1.mp3,.mp3,44100,1.7240816326530612,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_114_P1_N3-E4_S1.mp3,.mp3,44100,1.933061224489796,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_114_P1_N3-E4_S2.mp3,.mp3,44100,1.906938775510204,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_114_P1_N4-G4_S1.mp3,.mp3,44100,1.5412244897959184,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_114_P1_N4-G4_S2.mp3,.mp3,44100,1.8808163265306121,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_114_P1_N5-A4_S1.mp3,.mp3,44100,1.5673469387755101,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_114_P1_N6-C5_S1.mp3,.mp3,44100,1.8285714285714285,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_114_P1_N7-D#5_S1.mp3,.mp3,44100,1.750204081632653,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_114_P1_N8-F5_S1.mp3,.mp3,44100,0.966530612244898,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_114_P1_N8-F5_S2.mp3,.mp3,44100,0.966530612244898,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_114_P1_N9-F#5_S1.mp3,.mp3,44100,1.4106122448979592,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N1-E4_S1.mp3,.mp3,44100,1.3844897959183673,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N1-E4_S2.mp3,.mp3,44100,1.4106122448979592,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N10-D5_S1.mp3,.mp3,44100,1.3322448979591837,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N10-D5_S2.mp3,.mp3,44100,1.0710204081632653,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N2-G#4_S1.mp3,.mp3,44100,1.3844897959183673,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N2-G#4_S2.mp3,.mp3,44100,1.436734693877551,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N3-A4_S1.mp3,.mp3,44100,1.28,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N3-A4_S2.mp3,.mp3,44100,1.28,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N4-B4_S1.mp3,.mp3,44100,1.2277551020408164,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N4-B4_S2.mp3,.mp3,44100,1.2016326530612245,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N5-C#5_S1.mp3,.mp3,44100,1.1493877551020408,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N5-C#5_S2.mp3,.mp3,44100,1.0448979591836736,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N5-D5_S1.mp3,.mp3,44100,1.1755102040816328,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N6-E5_S1.mp3,.mp3,44100,1.436734693877551,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N6-E5_S2.mp3,.mp3,44100,1.4889795918367348,Kalleleng
input\full\Kalleleng_audios\Kalleleng_audios\Bnt_Kalleleng_171_P1_N7-G5_S1.mp3,.mp3,44100,1.4628571428571429,Kalleleng
